1-1-1;58-1-10
1-1-1;2-6-3
1-1-1;2-33-20
1-1-1;5-6-4
1-1-1;41-10-18
1-1-1;43-4-24
1-1-1;45-1-20
1-1-1;46-8-4
1-1-1;54-1-11
1-1-1;54-2-5
1-1-1;58-9-24
1-1-1;62-4-16
1-1-1;66-4-8
1-1-1;19-148-5
1-1-1;23-45-18
1-1-1;66-4-11
1-1-1;18-38-4
1-1-1;19-102-25
1-1-1;23-42-5
1-1-1;66-10-6
1-1-2;18-38-30
1-1-2;20-8-27
1-1-2;19-33-6
1-1-2;23-40-26
1-1-2;19-104-6
1-1-3;19-33-9
1-1-3;23-45-7
1-1-4;18-26-10
1-1-4;47-4-6
1-1-5;1-8-22
1-1-5;24-33-20
1-1-6;1-1-20
1-1-6;19-33-7
1-1-6;61-3-5
1-1-7;1-7-11
1-1-7;20-8-28
1-1-8;1-27-28
1-1-8;5-4-17
1-1-8;11-8-35
1-1-9;18-38-11
1-1-9;19-104-8
1-1-9;19-136-6
1-1-10;19-24-1
1-1-10;19-95-5
1-1-10;18-38-8
1-1-10;20-8-29
1-1-10;5-32-4
1-1-10;54-4-4
1-1-11;1-1-29
1-1-11;19-72-16
1-1-11;40-13-32
1-1-11;42-6-44
1-1-11;37-2-19
1-1-11;59-3-12
1-1-12;3-19-19
1-1-12;19-104-14
1-1-12;48-6-7
1-1-14;5-4-19
1-1-14;19-148-3
1-1-14;1-8-22
1-1-14;13-23-31
1-1-14;19-104-19
1-1-15;24-33-25
1-1-15;26-32-8
1-1-16;19-8-3
1-1-16;19-136-8
1-1-16;24-31-35
1-1-17;23-13-10
1-1-20;3-11-10
1-1-20;1-2-19
1-1-20;1-9-10
1-1-20;5-4-17
1-1-20;18-12-7
1-1-21;18-7-12
1-1-21;19-148-7
1-1-21;3-11-46
1-1-21;1-7-14
1-1-21;3-11-14
1-1-21;5-14-13
1-1-21;46-15-39
1-1-22;16-9-6
1-1-22;19-104-25
1-1-24;21-3-20
1-1-24;5-28-11
1-1-24;66-10-6
1-1-24;1-6-7
1-1-24;19-104-11
1-1-24;41-1-13
1-1-25;1-7-14
1-1-25;19-148-10
1-1-26;1-11-7
1-1-26;20-8-30
1-1-26;43-1-3
1-1-26;51-1-16
1-1-26;1-9-6
1-1-26;46-11-7
1-1-26;51-3-10
1-1-26;1-5-1
1-1-26;44-17-29
1-1-26;59-3-9
1-1-26;1-9-2
1-1-27;19-139-14
1-1-27;41-10-6
1-1-27;46-11-9
1-1-28;19-107-38
1-1-28;1-9-1
1-1-28;3-26-9
1-1-28;1-2-15
1-1-28;19-8-6
1-1-28;23-11-9
1-1-28;59-3-7
1-1-30;19-136-25
1-1-30;19-147-9
1-1-30;40-6-26
1-1-31;5-32-4
1-1-31;19-104-24
1-1-31;54-4-4
1-2-1;16-9-6
1-2-1;19-146-6
1-2-1;23-42-5
1-2-1;38-12-1
1-2-1;44-4-24
1-2-2;2-31-17
1-2-2;58-4-4
1-2-4;23-45-18
1-2-5;40-5-45
1-2-6;18-36-27
1-2-6;19-135-7
1-2-7;1-3-19
1-2-7;19-103-14
1-2-7;21-3-20
1-2-7;46-15-47
1-2-7;18-33-6
1-2-7;23-64-8
1-2-7;1-7-22
1-2-7;18-27-3
1-2-7;18-33-4
1-2-7;23-42-5
1-2-7;44-17-25
1-2-7;26-18-4
1-2-7;46-15-45
1-2-7;60-3-20
1-2-8;1-2-15
1-2-8;1-3-23
1-2-8;23-51-3
1-2-8;26-28-13
1-2-8;1-1-26
1-2-8;19-139-14
1-2-8;45-9-20
1-2-9;1-3-24
1-2-9;1-2-17
1-2-9;1-3-22
1-2-11;1-25-18
1-2-11;9-15-7
1-2-12;1-13-2
1-2-12;4-11-7
1-2-12;2-25-7
1-2-12;13-29-2
1-2-12;18-28-16
1-2-14;27-10-4
1-2-14;1-10-11
1-2-14;33-5-6
1-2-14;1-15-18
1-2-14;5-11-24
