20-1-1;11-4-32
20-1-1;21-12-9
20-1-1;20-10-1
20-1-1;20-25-1
20-1-1;40-12-42
20-1-1;10-12-24
20-1-1;11-2-12
20-1-2;20-8-11
20-1-2;42-2-52
20-1-2;20-2-20
20-1-2;55-3-16
20-1-2;58-12-7
20-1-2;5-4-6
20-1-3;20-3-11
20-1-3;58-12-5
20-1-3;60-5-10
20-1-3;20-10-5
20-1-3;58-12-11
20-1-3;11-3-28
20-1-3;19-37-37
20-1-3;20-2-9
20-1-4;6-9-4
20-1-4;9-23-22
20-1-4;20-15-5
20-1-4;40-10-16
20-1-4;43-17-3
20-1-4;20-2-11
20-1-4;20-3-21
20-1-4;20-8-12
20-1-4;20-14-17
20-1-5;20-9-9
20-1-5;20-15-31
20-1-5;46-10-15
20-1-5;9-25-33
20-1-5;20-24-6
20-1-6;19-49-4
20-1-6;21-12-11
20-1-6;7-14-14
20-1-6;27-5-12
20-1-7;18-28-28
20-1-7;19-111-10
20-1-7;20-9-10
20-1-7;20-5-12
20-1-7;20-12-15
20-1-7;20-18-2
20-1-7;45-1-28
20-1-8;5-6-7
20-1-8;20-4-1
20-1-8;20-6-20
20-1-8;49-6-4
20-1-8;58-12-9
20-1-8;3-19-3
20-1-8;20-31-26
20-1-8;55-1-5
20-1-8;55-3-15
20-1-9;20-4-9
20-1-9;20-3-22
20-1-9;43-7-46
20-1-9;51-4-6
20-1-10;1-39-7
20-1-10;2-23-2
20-1-10;5-13-6
20-1-10;45-16-18
20-1-11;24-5-26
20-1-11;19-10-8
20-1-11;19-17-12
20-1-11;19-56-6
20-1-11;40-26-4
20-1-11;44-23-15
20-1-12;19-35-25
20-1-12;4-16-30
20-1-12;4-26-10
20-1-12;18-33-22
20-1-12;19-30-3
20-1-12;26-31-16
20-1-13;7-18-18
20-1-13;7-5-30
20-1-14;9-30-16
20-1-15;20-4-14
20-1-15;20-13-20
20-1-15;47-6-17
20-1-15;19-119-101
20-1-15;20-4-27
20-1-15;46-15-33
20-1-17;19-91-3
20-1-18;19-55-23
20-1-18;20-28-17
20-1-19;12-5-20
20-1-19;20-15-27
20-1-19;33-3-11
20-1-19;5-24-6
20-1-19;18-31-39
20-1-20;45-11-33
20-1-20;45-16-27
20-1-20;46-1-20
20-1-20;46-2-5
20-1-20;49-3-10
20-1-20;59-3-17
20-1-20;40-10-27
20-1-20;40-11-19
20-1-20;44-5-42
20-1-20;20-8-2
20-1-20;20-9-3
20-1-21;40-10-27
20-1-21;44-20-20
20-1-21;20-8-3
20-1-21;43-18-20
