17-1-1;27-11-2
17-1-1;17-8-9
17-1-1;27-6-1
17-1-2;17-5-1
17-1-2;15-4-9
17-1-2;16-1-1
17-1-2;27-8-2
17-1-2;16-2-8
17-1-3;9-25-36
17-1-3;17-2-18
17-1-3;15-1-2
17-1-3;27-5-28
17-1-3;23-21-2
17-1-3;24-51-11
17-1-3;27-3-2
17-1-3;27-6-7
17-1-3;20-11-14
17-1-3;20-15-22
17-1-3;20-20-18
17-1-3;20-24-6
17-1-4;23-39-2
17-1-4;26-28-5
17-1-4;45-13-7
17-1-4;60-2-17
17-1-6;17-8-15
17-1-6;2-26-31
17-1-6;17-7-8
17-1-7;11-10-21
17-1-7;16-2-1
17-1-9;17-1-12
17-1-9;17-2-1
17-1-9;17-2-17
17-1-10;19-104-15
17-1-10;21-10-19
17-1-10;49-5-18
17-1-10;17-7-9
17-1-10;12-4-43
17-1-10;17-2-2
17-1-12;46-11-9
17-1-12;49-5-24
17-1-12;20-19-12
17-1-12;20-20-2
17-1-13;27-2-27
17-1-13;13-12-32
17-1-13;40-16-3
17-1-14;15-7-14
17-1-14;20-22-29
17-1-16;17-1-21
17-1-16;17-1-12
17-1-17;10-6-16
17-1-17;1-3-16
17-1-17;5-22-22
17-1-17;24-31-32
17-1-17;29-1-8
17-1-17;40-24-38
17-1-18;20-27-15
17-1-19;17-3-9
17-1-19;17-8-5
17-1-19;27-6-8
17-1-19;27-6-15
17-1-19;17-8-8
17-1-19;27-6-12
17-1-20;49-5-33
17-1-20;60-3-5
17-1-20;17-1-17
17-1-21;1-41-37
17-1-21;17-2-4
17-1-22;17-3-14
17-1-22;17-3-12
17-1-22;17-8-9
17-1-22;45-7-2
17-1-22;49-5-23
17-2-1;17-1-1
17-2-1;17-1-9
17-2-1;17-1-12
17-2-1;17-1-19
17-2-2;17-1-10
17-2-2;17-1-14
17-2-2;17-6-14
17-2-2;11-1-3
17-2-2;7-21-12
17-2-3;17-8-9
17-2-3;16-2-8
17-2-3;17-2-15
17-2-3;17-2-14
17-2-3;17-4-4
17-2-4;17-1-11
17-2-4;17-1-19
17-2-4;17-2-17
17-2-5;17-1-2
17-2-5;17-3-2
17-2-5;17-5-14
17-2-5;17-10-3
17-2-5;1-49-27
17-2-5;9-9-21
17-2-7;54-5-8
17-2-7;59-1-27
17-2-7;17-2-15
17-2-7;20-31-30
17-2-8;17-1-2
17-2-8;17-2-3
17-2-9;20-11-17
17-2-9;20-14-22
17-2-9;20-16-7
17-2-9;20-19-22
17-2-9;27-1-9
17-2-9;17-2-3
17-2-9;17-2-12
17-2-10;17-3-8
17-2-10;17-4-13
17-2-10;17-7-4
17-2-10;40-10-16
17-2-10;17-2-7
17-2-10;17-2-20
17-2-10;49-6-1
17-2-12;20-7-17
17-2-12;22-3-6
17-2-12;42-7-37
17-2-12;1-43-11
17-2-12;11-10-2
17-2-12;12-20-13
17-2-13;17-1-9
17-2-14;17-2-3
17-2-14;17-4-11
17-2-15;17-2-7
17-2-15;60-3-3
17-2-15;17-2-8
17-2-15;22-6-9
17-2-16;17-1-3
17-2-17;17-4-14
17-2-17;19-75-7
17-2-17;17-1-19
17-2-18;40-27-15
17-2-19;17-2-3
17-2-19;17-2-21
17-2-19;17-3-2
17-2-20;17-2-6
17-2-20;17-3-8
17-2-20;17-7-4
17-2-20;17-2-5
17-2-20;17-8-1
17-2-20;17-10-3
17-2-20;17-2-10
17-2-20;40-10-16
17-2-20;17-2-7
17-2-22;21-10-20
17-2-22;3-5-1
17-2-22;17-6-2
17-2-22;20-29-24
17-2-22;26-33-7
17-2-23;5-21-21
17-2-23;17-9-13
17-2-23;5-21-22
17-2-23;15-4-15
17-2-23;17-6-1
17-3-1;17-3-10
17-3-1;17-8-7
17-3-1;17-9-24
17-3-1;4-24-7
17-3-1;9-15-8
17-3-1;9-15-32
17-3-1;19-12-8
17-3-1;17-1-14
17-3-2;17-2-19
17-3-2;2-17-14
17-3-2;2-17-16
17-3-2;5-25-19
