30-1-1;10-14-2
30-1-1;14-11-6
30-1-1;12-17-13
30-1-1;14-26-1
30-1-1;23-1-1
30-1-1;28-1-1
30-1-1;12-14-23
30-1-1;30-7-10
30-1-1;12-13-13
30-1-1;38-14-5
30-1-3;23-7-8
30-1-3;23-8-4
30-1-3;12-8-12
30-1-3;12-10-32
30-1-3;12-10-33
30-1-3;12-13-7
30-1-4;24-49-27
30-1-4;11-19-15
30-1-4;12-8-8
30-1-4;11-20-21
30-1-5;23-7-8
30-1-5;23-17-1
30-1-5;12-16-9
30-1-5;23-22-6
30-1-5;30-9-7
30-1-7;24-25-20
30-1-7;24-47-1
30-1-7;38-9-5
30-1-8;23-20-1
30-1-8;24-47-5
30-1-8;19-81-14
30-1-8;36-2-4
30-1-8;38-9-7
30-1-8;23-14-29
30-1-8;24-47-4
30-1-8;26-25-16
30-1-8;36-2-5
30-1-9;26-26-2
30-1-9;29-3-6
30-1-10;26-26-12
30-1-11;23-34-5
30-1-11;29-3-19
30-1-11;26-25-12
30-1-11;18-6-14
30-1-11;14-28-17
30-1-11;31-1-10
30-1-12;1-36-11
30-1-12;31-1-9
30-1-12;1-36-33
30-1-12;23-34-6
30-1-12;24-49-13
30-1-13;26-25-3
30-1-13;36-2-8
30-1-13;5-23-3
30-1-13;14-20-1
30-1-13;7-11-13
30-1-13;24-49-1
30-1-13;26-35-10
30-1-14;24-49-2
30-1-14;26-25-5
30-1-14;19-83-15
30-1-15;24-27-3
30-1-15;24-49-3
30-2-1;24-48-29
30-2-1;26-25-8
30-2-1;36-2-8
30-2-1;23-33-12
30-2-2;24-48-24
30-2-2;23-15-1
30-2-3;4-24-17
30-2-3;23-16-14
30-2-3;24-48-7
30-2-4;12-17-19
30-2-4;24-2-13
30-2-4;24-9-26
30-2-4;3-26-15
30-2-4;14-36-14
30-2-4;16-1-7
30-2-4;27-9-11
30-2-4;23-28-15
30-2-4;24-16-19
30-2-4;14-30-7
30-2-4;24-9-14
